team,division,season,ncaa_id,height,major,jersey,name,url,position,class,hometown,high_school
St. Thomas (TX),III,2024,588538,,,16,Emiliano Lopez,https://www.ustcelts.com/sports/msoc/2024-25/bios/lopez_emiliano_tylv,W,So,"Houston, Texas",North Shore Senior HS
St. Thomas (TX),III,2024,588538,,,17,Hani Ahmadie,https://www.ustcelts.com/sports/msoc/2024-25/bios/ahmadie_hani_vfno,FW,Fr,"Glendale, CA",Glendale HS
St. Thomas (TX),III,2024,588538,,,18,Emmanuel Rodriguez,https://www.ustcelts.com/sports/msoc/2024-25/bios/rodriguez_emmanuel_onev,CM,So,"Cuidad Madero, Tamaulipas",Kempner HS
St. Thomas (TX),III,2024,588538,,,19,Brian Garcia,https://www.ustcelts.com/sports/msoc/2024-25/bios/garcia_brian_0u5z,W,So,"Cypress, Texas",Cypress Springs HS
St. Thomas (TX),III,2024,588538,,,20,Jeth Flores,https://www.ustcelts.com/sports/msoc/2024-25/bios/flores_jeth_kglq,CB,Jr,"Missouri City, Texas",Ridge Point HS
St. Thomas (TX),III,2024,588538,,,21,Aaron Rodriguez,https://www.ustcelts.com/sports/msoc/2024-25/bios/rodriguez_aaron_gdbw,CM,Fr,"Houston, TX",Humble HS
St. Thomas (TX),III,2024,588538,,,22,Diego Colmenares,https://www.ustcelts.com/sports/msoc/2024-25/bios/colmenares_diego_azti,CM,Fr,"Barquisimeto, Venezuela",Cinco Ranch HS
St. Thomas (TX),III,2024,588538,,,23,Jose Hernandez,https://www.ustcelts.com/sports/msoc/2024-25/bios/hernandez_jose_ozer,FW,So,"Caracas, Venezuela",Cinco Ranch HS
St. Thomas (TX),III,2024,588538,,,24,Leonardo Herrera,https://www.ustcelts.com/sports/msoc/2024-25/bios/herrera_leonardo_zwup,RB,Fr,"Atascocita,TX",Atascocita HS
St. Thomas (TX),III,2024,588538,,,25,Yohan Bernard-Le,https://www.ustcelts.com/sports/msoc/2024-25/bios/bernard-le_yohan_z00f,RB,Sr,France,Lycée Edgar Faure
St. Thomas (TX),III,2024,588538,,,26,Jorge Lucas,https://www.ustcelts.com/sports/msoc/2024-25/bios/lucas_jorge_g4d4,CAM,Fr,"Mexico City, Mexico",Harmony of Ingenuity
St. Thomas (TX),III,2024,588538,,,27,Brandon Gasca,https://www.ustcelts.com/sports/msoc/2024-25/bios/gasca_brandon_cqpp,CB,Jr,"Katy, TX",Mayde Creek HS
St. Thomas (TX),III,2024,588538,,,28,Roberto Sepulveda,https://www.ustcelts.com/sports/msoc/2024-25/bios/sepulveda_roberto_4k94,CB,Fr,"Katy, TX",Katy Paetow HS
St. Thomas (TX),III,2024,588538,,,29,Juan Guzman,https://www.ustcelts.com/sports/msoc/2024-25/bios/guzman_juan_a0vh,CM,So,"San Salvador, El Salvador",Elsik HS
St. Thomas (TX),III,2024,588538,,,30,Juan Rodriguez,https://www.ustcelts.com/sports/msoc/2024-25/bios/rodriguez_juan_ozbv,W,Fr,"Cali, Colombia",Dobie HS
St. Thomas (TX),III,2024,588538,,,31,Lucas Eleftherion,https://www.ustcelts.com/sports/msoc/2024-25/bios/eleftherion_lucas_peiz,CM,So,"Queens, NY",College Park HS
St. Thomas (TX),III,2024,588538,,,32,Gustavo Otero,https://www.ustcelts.com/sports/msoc/2024-25/bios/otero_gustavo_z3hy,GK,Jr,"Houston, Texas",Houston Christian University
St. Thomas (TX),III,2024,588538,,,33,Cristo Gayoso,https://www.ustcelts.com/sports/msoc/2024-25/bios/gayoso_cristo_lmjv,GK,Sr,"Houston, TX",Memorial HS
St. Thomas (TX),III,2024,588538,,,34,Paulo Valente,https://www.ustcelts.com/sports/msoc/2024-25/bios/valente_paulo_32yz,GK,Sr,"Maracaibo, Venezuela",Tompkins HS
St. Thomas (TX),III,2024,588538,,,35,Justin Burke,https://www.ustcelts.com/sports/msoc/2024-25/bios/burke_justin_yzld,,Sr,,
St. Thomas (TX),III,2024,588538,,,36,Aldo Hernandez,https://www.ustcelts.com/sports/msoc/2024-25/bios/hernandez_aldo_xqv0,CAM,Fr,"Houston, TX",MacArthur HS
St. Thomas (TX),III,2024,588538,,,38,Sebastian Alvarez,https://www.ustcelts.com/sports/msoc/2024-25/bios/alvarez_sebastian_iii9,FW,Fr,"Houston, TX",Cypress Springs HS
St. Thomas Aquinas,II,2024,588104,,,1,Johan Morales,https://www.stacathletics.com/sports/msoc/2024-25/bios/Morales_Johan,GK,,,
St. Thomas Aquinas,II,2024,588104,,,2,Franco Israel,https://www.stacathletics.com/sports/msoc/2024-25/bios/Israel_Franco,B,,,
St. Thomas Aquinas,II,2024,588104,,,3,Joshua Ashie,https://www.stacathletics.com/sports/msoc/2024-25/bios/Ashie_Joshua,B,,,
St. Thomas Aquinas,II,2024,588104,,,4,George Stephenson,https://www.stacathletics.com/sports/msoc/2024-25/bios/Stephenson_George,B,,,
St. Thomas Aquinas,II,2024,588104,,,5,Christopher Adadevoh,https://www.stacathletics.com/sports/msoc/2024-25/bios/Adadevoh_Christopher,B,,,
St. Thomas Aquinas,II,2024,588104,,,6,Dwyant Suazo,https://www.stacathletics.com/sports/msoc/2024-25/bios/Suazo_Dwyant,B,,,
St. Thomas Aquinas,II,2024,588104,,,7,Francisco Degiorgi,https://www.stacathletics.com/sports/msoc/2024-25/bios/Degiorgi_Francisco,B/M,,,
St. Thomas Aquinas,II,2024,588104,,,8,Yahir Hernandez,https://www.stacathletics.com/sports/msoc/2024-25/bios/Hernandez_Yahir,M,,,
St. Thomas Aquinas,II,2024,588104,,,9,Uhunoma Fredrick-Ilekhuoba,https://www.stacathletics.com/sports/msoc/2024-25/bios/Fredrick-Ilekhuoba_Uhunoma,F,,,
St. Thomas Aquinas,II,2024,588104,,,10,Kevon Evans,https://www.stacathletics.com/sports/msoc/2024-25/bios/Evans_Kevon,F,,,
St. Thomas Aquinas,II,2024,588104,,,11,Jalen Moni,https://www.stacathletics.com/sports/msoc/2024-25/bios/Moni_Jalen,F,,,
St. Thomas Aquinas,II,2024,588104,,,12,Zaire Wharton,https://www.stacathletics.com/sports/msoc/2024-25/bios/Wharton_Zaire,M,,,
St. Thomas Aquinas,II,2024,588104,,,13,Jerry Tagliavia,https://www.stacathletics.com/sports/msoc/2024-25/bios/Tagliavia_Jerry,M,,,
St. Thomas Aquinas,II,2024,588104,,,14,Cole Allen,https://www.stacathletics.com/sports/msoc/2024-25/bios/Allen_Cole,M,,,
St. Thomas Aquinas,II,2024,588104,,,16,Christian Ferlisi,https://www.stacathletics.com/sports/msoc/2024-25/bios/Ferlisi_Christian,B/M,,,
St. Thomas Aquinas,II,2024,588104,,,17,James Ray,https://www.stacathletics.com/sports/msoc/2024-25/bios/Ray_James,F/M,,,
St. Thomas Aquinas,II,2024,588104,,,18,Maziko Jiya,https://www.stacathletics.com/sports/msoc/2024-25/bios/Jiya_Maziko,M,,,
St. Thomas Aquinas,II,2024,588104,,,19,Elias Ait Bouali,https://www.stacathletics.com/sports/msoc/2024-25/bios/Ait_Bouali_Elias,M,,,
St. Thomas Aquinas,II,2024,588104,,,20,Mika Leue,https://www.stacathletics.com/sports/msoc/2024-25/bios/Leue_Mika,M,,,
St. Thomas Aquinas,II,2024,588104,,,21,Sebastian Ortega,https://www.stacathletics.com/sports/msoc/2024-25/bios/Ortega_Sebastian,M,,,
St. Thomas Aquinas,II,2024,588104,,,22,Erik Wikan,https://www.stacathletics.com/sports/msoc/2024-25/bios/Wikan_Erik,F,,,
St. Thomas Aquinas,II,2024,588104,,,23,Rafael Capella,https://www.stacathletics.com/sports/msoc/2024-25/bios/Capella_Rafael,B,,,
St. Thomas Aquinas,II,2024,588104,,,24,Nicolas Pavlou,https://www.stacathletics.com/sports/msoc/2024-25/bios/Pavlou_Nicolas,B,,,
St. Thomas Aquinas,II,2024,588104,,,25,Angel Catalan Hernandez,https://www.stacathletics.com/sports/msoc/2024-25/bios/Catalan_Hernandez_Angel,M,,,
St. Thomas Aquinas,II,2024,588104,,,26,Saurav Singh,https://www.stacathletics.com/sports/msoc/2024-25/bios/Singh_Saurav,B,,,
St. Thomas Aquinas,II,2024,588104,,,27,Tabor McDaniels,https://www.stacathletics.com/sports/msoc/2024-25/bios/McDaniels_Tabor,GK,,,
St. Thomas Aquinas,II,2024,588104,,,28,Adrian Castillo,https://www.stacathletics.com/sports/msoc/2024-25/bios/Castillo_Adrian,M,,,
St. Thomas Aquinas,II,2024,588104,,,29,Joel Jaime,https://www.stacathletics.com/sports/msoc/2024-25/bios/Jaime_Joel,B/M,,,
St. Thomas Aquinas,II,2024,588104,,,31,Gino Gandzior,https://www.stacathletics.com/sports/msoc/2024-25/bios/Gandzior_Gino,GK,,,
St. Thomas Aquinas,II,2024,588104,,,39,Dalton Houser,https://www.stacathletics.com/sports/msoc/2024-25/bios/Houser_Dalton,GK,,,
Stonehill,I,2024,682,,,,,,,,,
Suffolk,III,2024,588258,,,0,Ian Caldwell,https://www.gosuffolkrams.com/sports/msoc/2024-25/bios/caldwell_ian_ovfg,GK,Fr.,"Eagle River, Alaska",Family Partnership Charter School
Suffolk,III,2024,588258,,,1,Nathan Harlow,https://www.gosuffolkrams.com/sports/msoc/2024-25/bios/harlow_nathan_ejyo,GK,So.,"London, England",Taft School
Suffolk,III,2024,588258,,,2,Dominic Rinaldi,https://www.gosuffolkrams.com/sports/msoc/2024-25/bios/rinaldi_dominic_wlmm,D,Sr.,"Westfield, Mass.",Westfield
Suffolk,III,2024,588258,,,3,Aiden McLaughlin,https://www.gosuffolkrams.com/sports/msoc/2024-25/bios/mclaughlin_aiden_rcpx,D,Sr.,"Medford, Mass.",Medford
Suffolk,III,2024,588258,,,4,Javen Ironside,https://www.gosuffolkrams.com/sports/msoc/2024-25/bios/ironside_javen_35st,D,Fr.,"Land O' Lakes, Fla.",Land O' Lakes Christian School
Suffolk,III,2024,588258,,,5,Matthew Moreno,https://www.gosuffolkrams.com/sports/msoc/2024-25/bios/moreno_matthew_0cdl,M,Jr.,"Hamilton Parish, Bermuda",Williston Northampton School
Suffolk,III,2024,588258,,,6,Tommy Handelsman,https://www.gosuffolkrams.com/sports/msoc/2024-25/bios/handelsman_tommy_jjjz,D,Sr.,"Woodberry Forest, Va.",Woodberry Forest School
Suffolk,III,2024,588258,,,7,Taj Jensen,https://www.gosuffolkrams.com/sports/msoc/2024-25/bios/jensen_taj_g6zs,M,Sr.,"Providence, R.I.",Wheeler School
Suffolk,III,2024,588258,,,8,Brady Sorensen,https://www.gosuffolkrams.com/sports/msoc/2024-25/bios/sorensen_brady_wiir,D,Sr.,"Plymouth, Mass.",Plymouth North
Suffolk,III,2024,588258,,,9,Edward Abouzeid,https://www.gosuffolkrams.com/sports/msoc/2024-25/bios/abouzeid_edward_begc,M,Sr.,"Norton, Mass.",Norton
Suffolk,III,2024,588258,,,10,Damon Smargon,https://www.gosuffolkrams.com/sports/msoc/2024-25/bios/smargon_damon_mrik,M,Sr.,"San Diego, Calif.",Del Norte / University of San Francisco
Suffolk,III,2024,588258,,,11,TJ Maselek,https://www.gosuffolkrams.com/sports/msoc/2024-25/bios/maselek_tj_y88q,M,Sr.,"Sutton, Mass.",Sutton
Suffolk,III,2024,588258,,,12,Ricardo Feliciani,https://www.gosuffolkrams.com/sports/msoc/2024-25/bios/feliciani_ricardo_yomm,D,So.,"Weston, Fla.",Cypress Bay
Suffolk,III,2024,588258,,,13,Jack Phelps,https://www.gosuffolkrams.com/sports/msoc/2024-25/bios/phelps_jack_ar54,D,Sr.,"Westborough, Mass.",Westborough
Suffolk,III,2024,588258,,,14,Ryan Chamberlain,https://www.gosuffolkrams.com/sports/msoc/2024-25/bios/chamberlain_ryan_za81,D,Jr.,"Bethel, Conn.",Bethel
Suffolk,III,2024,588258,,,15,Paolo Tedesco,https://www.gosuffolkrams.com/sports/msoc/2024-25/bios/tedesco_paolo_7ayp,D,Gr.,"Hooksett, N.H.",Central / Winthrop University
Suffolk,III,2024,588258,,,16,Christian Gardner,https://www.gosuffolkrams.com/sports/msoc/2024-25/bios/gardner_christian_3c6u,M,Fr.,"Miami, Fla.",Avon Old Farms
Suffolk,III,2024,588258,,,17,Dylan Trachtenberg,https://www.gosuffolkrams.com/sports/msoc/2024-25/bios/tratchenberg_dylan_sn34,F,Fr.,"Boca Raton, Fla.",Olympic Heights Community
Suffolk,III,2024,588258,,,18,Deven Papadimitriou,https://www.gosuffolkrams.com/sports/msoc/2024-25/bios/papadimitriou_deven_il09,D,Sr.,"Shelton, Conn.",Shelton
Suffolk,III,2024,588258,,,19,Erik Van Even,https://www.gosuffolkrams.com/sports/msoc/2024-25/bios/van_even_erik_vkay,M,Sr.,"Boston, Mass.",Boston Latin Academy
Suffolk,III,2024,588258,,,20,Ford Lee,https://www.gosuffolkrams.com/sports/msoc/2024-25/bios/lee_ford_rbfa,M,Jr.,"Atlanta, Ga.",Atlanta International School
Suffolk,III,2024,588258,,,21,Diego Pierantozzi,https://www.gosuffolkrams.com/sports/msoc/2024-25/bios/pierantozzi_diego_hcs6,F,Jr.,"Weston, Fla.",Cypress Bay
Suffolk,III,2024,588258,,,22,Niklas Nilsson,https://www.gosuffolkrams.com/sports/msoc/2024-25/bios/nilsson_niklas_02kf,D,Gr.,"Sandy, Utah",The Waterford School / Colorado College
Suffolk,III,2024,588258,,,23,Emiliano Esquer,https://www.gosuffolkrams.com/sports/msoc/2024-25/bios/esquer_emiliano_hdy0,D,Jr.,"San Diego, Calif.",St. Augustine
Suffolk,III,2024,588258,,,24,Lucca Giammattei,https://www.gosuffolkrams.com/sports/msoc/2024-25/bios/giammattei_lucca_b7gq,M,So.,"Miami, Fla.",Gulliver Prep
Suffolk,III,2024,588258,,,25,Francisco Valck,https://www.gosuffolkrams.com/sports/msoc/2024-25/bios/valck_francisco_0w52,F,So.,"Weston, Fla.",Cypress Bay
Suffolk,III,2024,588258,,,26,Matthew Belluardo,https://www.gosuffolkrams.com/sports/msoc/2024-25/bios/belluardo_matthew_77or,D,Jr.,"Mahwah, N.J.",Mahwah
Suffolk,III,2024,588258,,,27,Miguel Varela,https://www.gosuffolkrams.com/sports/msoc/2024-25/bios/varela_miguel_8j29,M,Sr.,"Milton, Mass.",Milton
Suffolk,III,2024,588258,,,29,Luke Blawn,https://www.gosuffolkrams.com/sports/msoc/2024-25/bios/blawn_luke_pqe8,F,So.,"Orlando, Fla.",Boone
Suffolk,III,2024,588258,,,30,Mateu Farre-Torres,https://www.gosuffolkrams.com/sports/msoc/2024-25/bios/farre-torres_mateu_sqo5,GK,So.,"Encamp, Andorra",Sek Catalunya
Suffolk,III,2024,588258,,,31,Jeremy Cooke,https://www.gosuffolkrams.com/sports/msoc/2024-25/bios/cooke_jeremy_bm4i,M,Jr.,"Norwalk, Conn.",King School
Suffolk,III,2024,588258,,,32,Tommy Kurz,https://www.gosuffolkrams.com/sports/msoc/2024-25/bios/kurz_tommy_ouli,F,Jr.,"New Canaan, Conn.",New Canaan
Suffolk,III,2024,588258,,,33,Carter Van Buskirk,https://www.gosuffolkrams.com/sports/msoc/2024-25/bios/van_buskirk_carter_l9fu,M,Jr.,"St. Louis, Mo.",Marquette High School
Suffolk,III,2024,588258,,,34,Dan Colbert,https://www.gosuffolkrams.com/sports/msoc/2024-25/bios/colbert_dan_hox7,M,Gr.,"Walpole, Mass.",Walpole / St. Michael's College
Suffolk,III,2024,588258,,,37,Koki Matsuwaki,https://www.gosuffolkrams.com/sports/msoc/2024-25/bios/matsuwaki_koki_z92t,M,Jr.,"Tokyo, Japan",Hebron Academy / Lasell
Suffolk,III,2024,588258,,,38,Everett Upton,https://www.gosuffolkrams.com/sports/msoc/2024-25/bios/upton_everett_zz4i,D,Sr.,"Arlington, Mass.",Boston Trinity Academy / Assumption
Suffolk,III,2024,588258,,,39,Marko Crnilovic,https://www.gosuffolkrams.com/sports/msoc/2024-25/bios/crnilovic_marko_6hjg,M,So.,"Derry, N.H.",Pinkerton Academy
Suffolk,III,2024,588258,,,40,Jack Cattie,https://www.gosuffolkrams.com/sports/msoc/2024-25/bios/cattie_jack_5716,D,Sr.,"Willow Grove, Pa.",Upper Moreland
Suffolk,III,2024,588258,,,41,Faisal Bajunaid,https://www.gosuffolkrams.com/sports/msoc/2024-25/bios/bajunaid_faisal_zdjn,M,Gr.,"Jeddah, Saudi Arabia",Jeddah Knowledge International School / Merrimack College
SUNY Delhi,III,2024,588539,,,1,Salvatore Meloni,https://www.delhibroncos.com/sports/msoc/2024-25/bios/meloni_salvator_4tue,GK,,Hometown,"High School (Club): Ridge, NY / Longwood (Stony Brook LGN United)"
SUNY Delhi,III,2024,588539,,,2,Ryan Friar,https://www.delhibroncos.com/sports/msoc/2024-25/bios/friar_ryan_zrc9,D,,Hometown,"High School (Club): Staten Island, NY / Curtis High School (Cedar Stars Academy Staten Island)"
SUNY Delhi,III,2024,588539,,,3,Aidan Gaughan,https://www.delhibroncos.com/sports/msoc/2024-25/bios/gaughan_aidan_g3dw,M,,Hometown,"High School (Club): Bronx, NY / Riverdale"
SUNY Delhi,III,2024,588539,,,4,Jake Sokolowski,https://www.delhibroncos.com/sports/msoc/2024-25/bios/sokolowski_jake_fu29,M,,Hometown,"High School (Club): Port Jefferson Station, NY / Comsewogue High School (SUSA FC)"
SUNY Delhi,III,2024,588539,,,5,Gabriel Monterrosa,https://www.delhibroncos.com/sports/msoc/2024-25/bios/monterrosa_gabriel_t5jq,M,,Hometown,"High School (Club): Yonkers, NY / Saunders Trades and Tech High School (Porchester Soccer Club)"
SUNY Delhi,III,2024,588539,,,6,Robert Mercilliott,https://www.delhibroncos.com/sports/msoc/2024-25/bios/mercilliott_robert_guny,M,,Hometown,"High School (Club): Nineveh, NY / Afton Central School (Broome County United)"
SUNY Delhi,III,2024,588539,,,7,Aidan McLaughlin,https://www.delhibroncos.com/sports/msoc/2024-25/bios/mclaughlin_aidan_7mul,M,,Hometown,"High School (Club): Bellmore, NY / Wellington C. Mepham (Massapequa Soccer Club)"
SUNY Delhi,III,2024,588539,,,8,John Walsh,https://www.delhibroncos.com/sports/msoc/2024-25/bios/walsh_john_m6rs,D,,Hometown,"High School (Club): East Islip, NY / East Islip (Commack United)"
SUNY Delhi,III,2024,588539,,,9,Michael Williams Jr.,https://www.delhibroncos.com/sports/msoc/2024-25/bios/williams_jr._michael_ebyl,F,,Hometown,"High School (Club): Lake Grove, NY / Sachem North (SUSA)"
SUNY Delhi,III,2024,588539,,,10,Roberto Velasquez-Osorio,https://www.delhibroncos.com/sports/msoc/2024-25/bios/velasquez-osorio_roberto_179l,M,,Hometown,"High School (Club): Monticello, NY / Monticello HS"
SUNY Delhi,III,2024,588539,,,11,Matthew Pozo,https://www.delhibroncos.com/sports/msoc/2024-25/bios/pozo_matthew_4oix,F,,Hometown,"High School (Club): Yorktown Heights, NY / Yorktown (Somers FC)"
SUNY Delhi,III,2024,588539,,,12,Joseph Hayward,https://www.delhibroncos.com/sports/msoc/2024-25/bios/hayward_joseph_iq90,F,,Hometown,"High School (Club): Plainedge, NY / Plainedge High School (East Coast ECRL)"
SUNY Delhi,III,2024,588539,,,13,Matt Serrao,https://www.delhibroncos.com/sports/msoc/2024-25/bios/serrao_matt_7txd,D,,Hometown,"High School (Club): Franklin, NY / Franklin (Oneonta Soccer Club)"
SUNY Delhi,III,2024,588539,,,14,Cristóbal Garzón,https://www.delhibroncos.com/sports/msoc/2024-25/bios/garzon_cristobal_dx9f,M,,Hometown,"High School (Club): Santiago, Chile / Southeastern Community College"
SUNY Delhi,III,2024,588539,,,15,David Clapper,https://www.delhibroncos.com/sports/msoc/2024-25/bios/clapper_david_wyv0,M,,Hometown,"High School (Club): Otego, NY / Unatego Central School (Flash Binghamton/ Oneonta Travel Soccer Club)"
SUNY Delhi,III,2024,588539,,,16,Cristian Navarro,https://www.delhibroncos.com/sports/msoc/2024-25/bios/navarro_christian_y8to,M,,Hometown,"High School (Club): Staten Island, NY / Susan E Wagner (Cedar Stars Academy Staten Island)"
SUNY Delhi,III,2024,588539,,,17,Jared Daragjati,https://www.delhibroncos.com/sports/msoc/2024-25/bios/daragjati_jared_hr4p,M,,Hometown,"High School (Club): Staten Island, NY / Monsignor Farrell (Cedar Stars Academy Staten Island)"
SUNY Delhi,III,2024,588539,,,18,Erik Kleczkowski,https://www.delhibroncos.com/sports/msoc/2024-25/bios/kleczkowski_erik_3laj,M,,Hometown,"High School (Club): Staten Island, NY / Tottenville (Cedar Stars Staten Island)"
SUNY Delhi,III,2024,588539,,,19,Stephen Birmingham,https://www.delhibroncos.com/sports/msoc/2024-25/bios/birmingham_stephen_7wp2,D,,Hometown,"High School (Club): Ronkonkoma, NY / Sachem East High School (Stony Brook LGN Spurs White)"
SUNY Delhi,III,2024,588539,,,20,Riley Hegeman,https://www.delhibroncos.com/sports/msoc/2024-25/bios/hegeman_riley_16pm,D,,Hometown,"High School (Club): Shoreham, NY / Onteora High School (Steel United Hudson Valley)"
SUNY Delhi,III,2024,588539,,,21,Niko Anastos,https://www.delhibroncos.com/sports/msoc/2024-25/bios/anastos_niko_7gp1,D,,Hometown,"High School (Club): Endwell, NY / Maine-Endwell High School (Maine-Endwell Soccer Club)"
SUNY Delhi,III,2024,588539,,,23,Garrett Gill,https://www.delhibroncos.com/sports/msoc/2024-25/bios/gill_garrett_h1iv,D,,Hometown,"High School (Club): Florida, NY / S.S. Seward (Quickstrike FC)"
SUNY Delhi,III,2024,588539,,,24,Equan Patterson,https://www.delhibroncos.com/sports/msoc/2024-25/bios/patterson_equan_y2he,M,,Hometown,"High School (Club): Afton, NY / Afton Central School"
SUNY Delhi,III,2024,588539,,,25,Kian Flynn,https://www.delhibroncos.com/sports/msoc/2024-25/bios/flynn_kian_ljyz,M,,Hometown,"High School (Club): Waxhaw, NC / Cuthbertson High School (Charlotte Eagles Soccer Club)"
SUNY Delhi,III,2024,588539,,,28,Colin Zipp,https://www.delhibroncos.com/sports/msoc/2024-25/bios/zipp_colin_njeb,D,,Hometown,"High School (Club): Kingston, NY / Kingston (KASL Kingston Blaze)"
SUNY Delhi,III,2024,588539,,,29,Alexis Alavez,https://www.delhibroncos.com/sports/msoc/2024-25/bios/alvarez_alexis_kzgz,D,,Hometown,"High School (Club): Brooklyn, NY / Leon M Goldstein Highschool (FA Euro NY)"
SUNY Delhi,III,2024,588539,,,30,Taras Kosciolek,https://www.delhibroncos.com/sports/msoc/2024-25/bios/kosciolek_taras_nx9l,M,,Hometown,"High School (Club): Middletown, NY / Minisink Valley High School (Cedar Stars Hudson Valley)"
SUNY Delhi,III,2024,588539,,,32,Joseph Musso,https://www.delhibroncos.com/sports/msoc/2024-25/bios/musso_joseph_xvqd,GK,,Hometown,"High School (Club): Staten Island, NY / Monsignor Farrell (FA Euro NY)"
SUNY Geneseo,III,2024,247,,,,,,,,,
SUNY Poly,III,2024,588376,,,,,,,,,
Texas Lutheran,III,2024,588317,,,,,,GK,FR,"Houston, Texas",Cypress Lakes
Texas Lutheran,III,2024,588317,,,,,,GK,SO,"New Braunfels, Texas",Canyon
Texas Lutheran,III,2024,588317,,,,,,GK,SR,"Houston, Texas",Cy-Falls
Texas Lutheran,III,2024,588317,,,,,,D,SR,"Houston, Texas",Lamar
Texas Lutheran,III,2024,588317,,,,,,D,SO,"Spring, Texas",Klein
Texas Lutheran,III,2024,588317,,,,,,D,SR,"Houston, Texas",Cy-Creek
Texas Lutheran,III,2024,588317,,,,,,D,SR,"Missouri City, Texas",Elkins
Texas Lutheran,III,2024,588317,,,,,,MF,FR,"Houston, Texas",Houston Academy for International Studies
Texas Lutheran,III,2024,588317,,,,,,MF,SR,"Humble, Texas",Atascocita
Texas Lutheran,III,2024,588317,,,,,,MF,SR,"Houston, Texas",Stratford
Texas Lutheran,III,2024,588317,,,,,,MF,SR,"Cibolo, Texas",Clemens
Texas Lutheran,III,2024,588317,,,,,,MF,SR,"Humble, Texas",Humble
Texas Lutheran,III,2024,588317,,,,,,MF/F,SR,"Houston, Texas",Jersey Village
Texas Lutheran,III,2024,588317,,,,,,MF,SO,"San Antonio, Texas",Johnson
Texas Lutheran,III,2024,588317,,,,,,D,SR,"Frisco, Texas",Legacy Christian Academy
Texas Lutheran,III,2024,588317,,,,,,MF/F,SR,"Missouri City, Texas",Ridge Point
Texas Lutheran,III,2024,588317,,,,,,D,JR,"Brownsville, Texas",Idea Toros College Prep
Texas Lutheran,III,2024,588317,,,,,,D,FR,"Houston, Texas",Humble
Texas Lutheran,III,2024,588317,,,,,,MF,SO,"Houston, Texas",Memorial
Texas Lutheran,III,2024,588317,,,,,,MF,JR,"Grapevine, Texas",Colleyville Heritage
Texas Lutheran,III,2024,588317,,,,,,F,SR,"Cypress, Texas",Cy-Fair
Texas Lutheran,III,2024,588317,,,,,,F,FR,"San Antonio, Texas",Clark
Texas Lutheran,III,2024,588317,,,,,,D,SR,"Austin, Texas",Akins
Texas Lutheran,III,2024,588317,,,,,,D,SR,"Kyle, Texas",Lehman
Texas Lutheran,III,2024,588317,,,,,,MF,SR,"Schertz, Texas",Clemens
Texas Lutheran,III,2024,588317,,,,,,MF,JR,"Brownsville, Texas",Rivera
Texas Lutheran,III,2024,588317,,,,,,D,JR,"Houston, Texas",Stratford
Texas Lutheran,III,2024,588317,,,,,,MF,SR,"Albuquerque, NM",Cottonwood Classical Prep
Texas Lutheran,III,2024,588317,,,,,,MF/F,FR,"San Antonio, Texas",Central Catholic
Texas Lutheran,III,2024,588317,,,,,,D/MF,SR,"Missouri City, Texas",Ridge Point
Texas Lutheran,III,2024,588317,,,,,,F,FR,"College Station, Texas",College Station
Texas Lutheran,III,2024,588317,,,,,,F,SR,"San Antonio, Texas",Reagan
Texas Lutheran,III,2024,588317,,,,,,MF,JR,"Brownsville, Texas",Rivera
Texas Lutheran,III,2024,588317,,,,,,F,JR,"Tomball, Texas",Cypress Christian
Texas Lutheran,III,2024,588317,,,,,,MF,JR,"Brownsville, Texas",Rivera
Texas Lutheran,III,2024,588317,,,,,,F,FR,"Houston, Texas",Cypress Park
Texas Lutheran,III,2024,588317,,,,,,F,SO,"Klein, Texas",Klein
Texas Lutheran,III,2024,588317,,,,,,MF,FR,Harlingen,Harlingen
Texas Lutheran,III,2024,588317,,,,,,D,SR,"New Braunfels, Texas",John Paul II
Texas Lutheran,III,2024,588317,,,,,,D,SO,"Houston, Texas",Kempner
Texas Lutheran,III,2024,588317,,,,,,F,SO,"Lago Vista, Texas",Cedar Park
Texas Lutheran,III,2024,588317,,,,,,MF,JR,"Katy, Texas",Cy-Park
Texas Lutheran,III,2024,588317,,,,,,MF/F,FR,"Houston, Texas",Sam Houston
Texas Lutheran,III,2024,588317,,,,,,MF,JR,"New Braunfels, Texas",New Braunfels
Texas Lutheran,III,2024,588317,,,,,,F,FR,"San Antonio, Texas",Travis Early College
Texas Lutheran,III,2024,588317,,,,,,MF,SO,"Houston, Texas",Westfield
Texas Lutheran,III,2024,588317,,,,,,F,FR,"Liberty Hill, Texas",Liberty Hill
Texas Lutheran,III,2024,588317,,,,,,MF,SO,"Torreón, Coahuila, Mexico",New Braunfels
Texas Lutheran,III,2024,588317,,,,,,D,FR,"Wimberley, Texas",Wimberley
Texas Lutheran,III,2024,588317,,,,,,D,FR,"Brownsville, Texas",Veteran's Memorial
Texas Lutheran,III,2024,588317,,,,,,MF,FR,"Victoria, Texas",Victoria West
Texas Lutheran,III,2024,588317,,,,,,F,SR,"Houston, Texas",Lamar
Texas Lutheran,III,2024,588317,,,,,,F,SO,"Round Rock, Texas",Stony Point
Texas Lutheran,III,2024,588317,,,,,,GK,FR,"College Station, Texas",A&M Consolidated
Texas Lutheran,III,2024,588317,,,,,,GK,SO,"Austin, Texas",Round Rock
Tiffin,II,2024,1403,,,,,,,,,
Transylvania,III,2024,588602,,,,,,,,,
