jersey,name,url,position,class,hometown,high_school,team,division,season
22,Alden Reeves,https://www.psu.edu/sports/msoc/2024-25/bios/reeves_alden_jcxg,D,So.,"Wheat Ridge, Colo.",Wheat Ridge,Penn St. Harrisburg,III,2024
23,Ethan Cortes,https://www.psu.edu/sports/msoc/2024-25/bios/cortes_ethan_narx,F,Sr.,"Greenfield Township, Pa.",Lakeland,Penn St. Harrisburg,III,2024
24,Brandon Axton,https://www.psu.edu/sports/msoc/2024-25/bios/axton_brandon_m3x2,F,Jr.,"San Ramon, Calif.",Dougherty Valley,Penn St. Harrisburg,III,2024
25,Miguel Gomez,https://www.psu.edu/sports/msoc/2024-25/bios/gomez_miguel_zxn6,D,Fr.,"Bogota, Colombia",Montverde Academy,Penn St. Harrisburg,III,2024
26,Bradyn Dombach,https://www.psu.edu/sports/msoc/2024-25/bios/dombach_bradyn_qytd,D,Fr.,"Mount Joy, Pa.",Manheim Central,Penn St. Harrisburg,III,2024
27,Dillon Gough,https://www.psu.edu/sports/msoc/2024-25/bios/gough_dillon_10y8,D,Jr.,"Bel Air, Md.",Patterson Mill,Penn St. Harrisburg,III,2024
30,Parker Christina,https://www.psu.edu/sports/msoc/2024-25/bios/christina_parker_iyhc,M,Sr.,"Greensboro, N.C.",Grimsley,Penn St. Harrisburg,III,2024
31,Tyler Shearin,https://www.psu.edu/sports/msoc/2024-25/bios/shearin_tyler_d1c7,GK,Sr.,"Wake Forest, N.C.",Heritage,Penn St. Harrisburg,III,2024
91,Ricardo Bustamante,https://www.psu.edu/sports/msoc/2024-25/bios/bustamante_nicto_ricardo_aiue,M,Jr.,"Mexico City, Mexico",IMG Academy,Penn St. Harrisburg,III,2024
97,Shayon Kashi,https://www.psu.edu/sports/msoc/2024-25/bios/kashi_shayon_0oyz,GK,So.,"Bethesda, Md.",IMG Academy,Penn St. Harrisburg,III,2024
98,Addis Tafese,https://www.psu.edu/sports/msoc/2024-25/bios/tafese_addis_5s97,F,So.,"Addis Ababa, Ethiopia",Justice,Penn St. Harrisburg,III,2024
99,Tai Bhalla,https://www.psu.edu/sports/msoc/2024-25/bios/bhalla_tai_65av,F,So.,"Kuala Lumpar, Malaysia",Meridian,Penn St. Harrisburg,III,2024
0,Michael Riedel,https://www.pittbradford.org/sports/msoc/2024-25/bios/riedel_michael_znaz,Goalkeeper,Freshman,"Dundas, ON., Canada",Waterdown,Pitt.-Bradford,III,2024
1,Christopher House,https://www.pittbradford.org/sports/msoc/2024-25/bios/house_christopher_xcmd,Goalkeeper,Freshman,"Bloomfield, N.J.",Bloomfield,Pitt.-Bradford,III,2024
2,Levent van Helden,https://www.pittbradford.org/sports/msoc/2024-25/bios/van_helden_levent_ipkf,Defense,Freshman,"Frankfurt am Main, Germany",Athens Area,Pitt.-Bradford,III,2024
3,Ayden Ratajczak,https://www.pittbradford.org/sports/msoc/2024-25/bios/ratajczak_ayden_unlh,Forward,Freshman,"Erie, Pa.",Harborcreek,Pitt.-Bradford,III,2024
4,Will Benatovich,https://www.pittbradford.org/sports/msoc/2024-25/bios/benatovich_william_86ee,Defense,Freshman,"Great Valley, N.Y.",Ellicottville,Pitt.-Bradford,III,2024
5,Kojo Imbeah,https://www.pittbradford.org/sports/msoc/2024-25/bios/imbeah_kojo_3ez8,Forward,Freshman,"Aberdeen, Md.",Aberdeen,Pitt.-Bradford,III,2024
6,Jahmair McKenzie,https://www.pittbradford.org/sports/msoc/2024-25/bios/mckenzie_jahmair_ro9g,Forward,Junior,"Kingston, Jamaica",Morris Academy,Pitt.-Bradford,III,2024
7,Gladwin Timothy,https://www.pittbradford.org/sports/msoc/2024-25/bios/timothy_gladwin_dbro,Midfield,Senior,"Philadelphia, Pa.",George Washington,Pitt.-Bradford,III,2024
8,Quinton Hepner,https://www.pittbradford.org/sports/msoc/2024-25/bios/hepner_quinton_f4jc,Defense,Junior,"Lewistown, Pa.",Mifflin County,Pitt.-Bradford,III,2024
9,Bailee Verdill,https://www.pittbradford.org/sports/msoc/2024-25/bios/verdill_bailee_rfr1,Forward,Sophomore,"Sligo, Pa.",Clarion Area,Pitt.-Bradford,III,2024
10,Moises Ochoa-Castellon,https://www.pittbradford.org/sports/msoc/2024-25/bios/ochoa-castellon_moises_ps8l,Midfield,Sophomore,"Arlington, Va.",Washington-Liberty,Pitt.-Bradford,III,2024
11,Brady Hathaway,https://www.pittbradford.org/sports/msoc/2024-25/bios/hathaway_brady_pvkk,Midfield,Sophomore,"North Tonawanda, N.Y.",Starpoint,Pitt.-Bradford,III,2024
12,Andrew Suero,https://www.pittbradford.org/sports/msoc/2024-25/bios/suero_andrew_mjly,Defense,Sophomore,"Pittsford, N.Y.",Pittsford Mendon,Pitt.-Bradford,III,2024
13,Mamady Traore,https://www.pittbradford.org/sports/msoc/2024-25/bios/traore_mamady_t962,Midfield,Sophomore,"Upper Darby, Pa.",Upper Darby,Pitt.-Bradford,III,2024
14,Garner McMaster,https://www.pittbradford.org/sports/msoc/2024-25/bios/mcmaster_garner_87jp,Defense,Junior,"Brookville, Pa.",Brookville,Pitt.-Bradford,III,2024
15,Alex Stockton,https://www.pittbradford.org/sports/msoc/2024-25/bios/stockton_alex_jthi,Midfield,Freshman,"Yardley, Pa.",Pennsbury,Pitt.-Bradford,III,2024
17,Yihao Xu,https://www.pittbradford.org/sports/msoc/2024-25/bios/xu_yihao_y484,Forward,Freshman,"Hangzhou, China",Zhejiang Hangzhou,Pitt.-Bradford,III,2024
18,Zoal Awad,https://www.pittbradford.org/sports/msoc/2024-25/bios/awad_mohammed_jvps,Defense,Sophomore,"Jeddah, Saudi Arabia",New Al Wurood,Pitt.-Bradford,III,2024
19,Kyle Carlsen,https://www.pittbradford.org/sports/msoc/2024-25/bios/carlsen_kyle_v63i,Midfield,Freshman,"Beaver, Pa.",Beaver Area,Pitt.-Bradford,III,2024
20,Will Smith,https://www.pittbradford.org/sports/msoc/2024-25/bios/smith_will_4f8k,Defense,Junior,"Bayville, N.J.",Central Regional,Pitt.-Bradford,III,2024
21,Max Shaw,https://www.pittbradford.org/sports/msoc/2024-25/bios/shaw_max_nrfu,Midfield,Sophomore,"Bradford, Pa.",Bradford Area,Pitt.-Bradford,III,2024
22,Jaden Nye,https://www.pittbradford.org/sports/msoc/2024-25/bios/nye_jaden_eec8,Midfield,Sophomore,"Harrisburg, Pa.",Central Dauphin,Pitt.-Bradford,III,2024
23,Reiss Gaines,https://www.pittbradford.org/sports/msoc/2024-25/bios/gaines_reiss_tcyv,Forward,Freshman,"Bolivar, N.Y.",Bolivar-Richburg,Pitt.-Bradford,III,2024
24,Tyler Levely,https://www.pittbradford.org/sports/msoc/2024-25/bios/levely_tyler_5k7j,Defense,Freshman,"Fenton, Mi.",Fenton,Pitt.-Bradford,III,2024
25,Andre Fratercangelo,https://www.pittbradford.org/sports/msoc/2024-25/bios/fratercangelo_andre_jm0z,Defense,Freshman,"Olean, N.Y.",Olean,Pitt.-Bradford,III,2024
26,Ben Preisch,https://www.pittbradford.org/sports/msoc/2024-25/bios/preisch_benjamin_4au1,Defense,Freshman,"Lockport, N.Y.",Starpoint,Pitt.-Bradford,III,2024
27,Brady Hillman,https://www.pittbradford.org/sports/msoc/2024-25/bios/hillman_brady_2gki,Forward,Freshman,"Grand Island, N.Y.",Grand Island,Pitt.-Bradford,III,2024
29,Karsten Stadtler,https://www.pittbradford.org/sports/msoc/2024-25/bios/stadtler_karsten_ocn8,Forward,Freshman,"Olean, N.Y.",Olean,Pitt.-Bradford,III,2024
30,Conner Rudsell,https://www.pittbradford.org/sports/msoc/2024-25/bios/rudsell_conner_a85m,Forward,Sophomore,"Sierra Vista, Az.",Buena,Pitt.-Bradford,III,2024
33,Troy VanSickle,https://www.pittbradford.org/sports/msoc/2024-25/bios/vansickle_troy_ctso,Goalkeeper,Freshman,"Portville, N.Y.",Portville Central,Pitt.-Bradford,III,2024
34,Ward Kennedy,https://www.pittbradford.org/sports/msoc/2024-25/bios/kennedy_ward_q0lw,Midfield,Freshman,"Bradford, Pa.",Bradford Area,Pitt.-Bradford,III,2024
35,Liam Liotta,https://www.pittbradford.org/sports/msoc/2024-25/bios/liotta_liam_hsyl,Midfield,Freshman,"Danville, Pa.",Danville Area,Pitt.-Bradford,III,2024
00,Caleb Russo,https://www.goregispride.com/sports/msoc/2024-25/bios/russo_caleb_tbee,GK,So.,"Brookfield, N.H.",Kingswood,Regis (MA),III,2024
1,Kyle Weidemann,https://www.goregispride.com/sports/msoc/2024-25/bios/weidemann_kyle_zfbc,GK,Sr.,"Piscataway, N.J.",Piscataway,Regis (MA),III,2024
2,Chris Guadagno,https://www.goregispride.com/sports/msoc/2024-25/bios/guadagno_chris_mqju,B,Jr.,"Miami, Fla.",Christopher Columbus HS,Regis (MA),III,2024
3,Rafael Morales,https://www.goregispride.com/sports/msoc/2024-25/bios/morales_rafael_nhip,F,So.,"Manatí, Puerto Rico",Piaget Bilingual Academy,Regis (MA),III,2024
4,Paco De Juan,https://www.goregispride.com/sports/msoc/2024-25/bios/de_juan_paco_znfi,M,So.,"San Juan, Puerto Rico",Florida Virtual School,Regis (MA),III,2024
5,Mike Darasz,https://www.goregispride.com/sports/msoc/2024-25/bios/darasz_mike_gqht,B,Jr.,"Gorham, Maine",Bridgton Academy/Gorham,Regis (MA),III,2024
6,Martin Peralta,https://www.goregispride.com/sports/msoc/2024-25/bios/peralta_martin_38og,M,So.,"Miami, Fla.",Christopher Columbus,Regis (MA),III,2024
7,Agu Silva-Olivera,https://www.goregispride.com/sports/msoc/2024-25/bios/silva-olivera_agu_n2ox,F,Jr.,"Lunenburg, Mass.",Leominster,Regis (MA),III,2024
8,Nolan McMahon,https://www.goregispride.com/sports/msoc/2024-25/bios/mcmahon_nolan_qhl7,F,So.,"White River Junction, Vt.",Hartford,Regis (MA),III,2024
9,Michael Arguelles,https://www.goregispride.com/sports/msoc/2024-25/bios/arguelles_michael_smoz,M,So.,"Miami, Fla.",Christopher Columbus,Regis (MA),III,2024
10,Federico Lavini-Ayalla,https://www.goregispride.com/sports/msoc/2024-25/bios/lavini-ayalla_federico_whid,B,Sr.,"Weston, Fla.",Cypress Bay,Regis (MA),III,2024
11,Joey Davila,https://www.goregispride.com/sports/msoc/2024-25/bios/davila_joey_6arb,F,So.,"Bristol, Conn.",Bristol Central,Regis (MA),III,2024
13,Sebastian Ortiz,https://www.goregispride.com/sports/msoc/2024-25/bios/ortiz_sebastian_cp3t,M,So.,"Carolina, Puerto Rico",Montverde Academy (Fla.),Regis (MA),III,2024
14,Jorge Pineda,https://www.goregispride.com/sports/msoc/2024-25/bios/pineda_jorge_4ho4,B,So.,"Weston, Fla.",Cypress Bay,Regis (MA),III,2024
15,Tristan Caple,https://www.goregispride.com/sports/msoc/2024-25/bios/caple_tristan_z73q,B,Fy.,"Margate, South Africa",IMG Academy (Fla.),Regis (MA),III,2024
16,Derrick Camara,https://www.goregispride.com/sports/msoc/2024-25/bios/camara_derrick_x1gg,B,Fy.,"Berkley, Mass.",Somerset-Berkley Regional,Regis (MA),III,2024
17,Cade Bretton,https://www.goregispride.com/sports/msoc/2024-25/bios/bretton_cade_qih5,M,So.,"Burlington, Vt.",Rice Memorial,Regis (MA),III,2024
18,William Comeiro,https://www.goregispride.com/sports/msoc/2024-25/bios/comeiro_william_5ah6,B,Jr.,"Woburn, Mass.",Woburn Memorial,Regis (MA),III,2024
20,Brevin Frankel,https://www.goregispride.com/sports/msoc/2024-25/bios/frankel_brevin_82lg,B,Sr.,"Millbury, Mass.",Millbury Memorial,Regis (MA),III,2024
21,Aidan Falvey,https://www.goregispride.com/sports/msoc/2024-25/bios/falvey_aidan_9ygn,M/F,Sr.,"Medford, Mass.",Medford,Regis (MA),III,2024
22,Michael Cipriano,https://www.goregispride.com/sports/msoc/2024-25/bios/cipriano_michael_46in,M,So.,"Thomaston, Conn.",Saint Paul Catholic,Regis (MA),III,2024
24,Mateo Greco,https://www.goregispride.com/sports/msoc/2024-25/bios/greco_mateo_05vz,B,Fy.,"Glastonbury, Conn.",Glastonbury,Regis (MA),III,2024
25,Juan Pablo Chavarria,https://www.goregispride.com/sports/msoc/2024-25/bios/chavarria_juan_pablo_pi9g,B,Fy.,"Revere, Mass.",Revere,Regis (MA),III,2024
26,Matthew Dorsey,https://www.goregispride.com/sports/msoc/2024-25/bios/dorsey_matthew_xxxa,M,So.,"Greenwich, Conn.",Greenwich (Stockton Univ.),Regis (MA),III,2024
27,Haroun Mafhoum,https://www.goregispride.com/sports/msoc/2024-25/bios/mafhoum_haroun_lwm8,M,Fy.,"Bellingham, Mass.",Bellingham,Regis (MA),III,2024
28,Dane Peterson,https://www.goregispride.com/sports/msoc/2024-25/bios/peterson_dane_223v,F,Fy.,"San Diego, Calif.",Foothills Christian,Regis (MA),III,2024
45,Chris Alcon,https://www.goregispride.com/sports/msoc/2024-25/bios/alcon_chris_cbe9,GK,Fy.,"Weston, Fla.",Cypress Bay,Regis (MA),III,2024
00,Jonas Gesing,https://www.sagegators.com/sports/msoc/2024-25/bios/gesing_jonas_c4ir,GK,Fr.,"Lakewood, NY",Southwestern Central,Russell Sage,III,2024
0,Sean Nemeth,https://www.sagegators.com/sports/msoc/2024-25/bios/nemeth_sean_cvfy,GK,Jr.,"Grand Island, NY",O'Hara/Wells,Russell Sage,III,2024
2,Dimitri Gogas,https://www.sagegators.com/sports/msoc/2024-25/bios/gogas_dimitri_b6md,F,So.,"Merrick, NY",W.C. Mepham,Russell Sage,III,2024
3,Taiwo Afolabi,https://www.sagegators.com/sports/msoc/2024-25/bios/afolabi_taiwo_f92y,D,Sr.,"Kwara, Nigeria",Mansfield Summit/Medaille,Russell Sage,III,2024
4,Logan Diebold,https://www.sagegators.com/sports/msoc/2024-25/bios/diebold_logan_tt7y,D,Fr.,"Williamsville, NY",Williamsville South,Russell Sage,III,2024
5,Peter Martillotta,https://www.sagegators.com/sports/msoc/2024-25/bios/martillotta_peter_50zk,F,So.,"Gasport, NY",Royalton Hartland,Russell Sage,III,2024
6,Anthony Geis,https://www.sagegators.com/sports/msoc/2024-25/bios/geis_anthony_emyq,M,Fr.,"Newburgh, NY",Our Lady of Lourdes,Russell Sage,III,2024
7,Alessandro Cerbara,https://www.sagegators.com/sports/msoc/2024-25/bios/cerbara_alessandro_tk4n,F,Sr.,"Rome, Italy",SS Lazio/Saint Rose,Russell Sage,III,2024
8,Thomas Dominic Whalen,https://www.sagegators.com/sports/msoc/2024-25/bios/whalen_dominic_3veh,D,Jr.,"Arlington, VT",Arlington Memorial/Saint Rose,Russell Sage,III,2024
9,El Hadji Iba Sy,https://www.sagegators.com/sports/msoc/2024-25/bios/iba_sy_el_hadji_n94q,F,Gr.,"Bronx, NY",Emma Lazarus,Russell Sage,III,2024
10,Darien Espinal,https://www.sagegators.com/sports/msoc/2024-25/bios/espinal_darien_ag5v,F,Sr.,"Clifton Park, NY",Shenendehowa/Saint Rose,Russell Sage,III,2024
11,Alejandro Aleo,https://www.sagegators.com/sports/msoc/2024-25/bios/aleo_alejandro_0845,M,Jr.,"Alicante, Spain",Ira Macia Abela/Saint Rose,Russell Sage,III,2024
12,Reigniel Esconde,https://www.sagegators.com/sports/msoc/2024-25/bios/esconde_reigniel_6crm,F,Sr.,"Rensselaer, NY",Columbia,Russell Sage,III,2024
13,Zachary Bischoff,https://www.sagegators.com/sports/msoc/2024-25/bios/bischoff_zachary_8el5,D,Jr.,"Panama City, FL",J.R. Arnold,Russell Sage,III,2024
14,Ty Plumley,https://www.sagegators.com/sports/msoc/2024-25/bios/plumley_ty_j1ce,D,So.,"Waterford, NY",Waterford-Halfmoon/HVCC,Russell Sage,III,2024
15,Mason Kievit,https://www.sagegators.com/sports/msoc/2024-25/bios/kievit_mason_qbst,D,Sr.,"LaGrange, NY",Our Lady of Lourdes,Russell Sage,III,2024
16,Connor Swart,https://www.sagegators.com/sports/msoc/2024-25/bios/swart_connor_t2xm,M,Jr.,"Walden, NY",Valley Central,Russell Sage,III,2024
17,Ethan Leibeck,https://www.sagegators.com/sports/msoc/2024-25/bios/leibeck_ethan_nttz,F,Jr.,"Willsboro, NY",Willsboro Central/SUNY Canton,Russell Sage,III,2024
18,Famourlaye Cisse,https://www.sagegators.com/sports/msoc/2024-25/bios/cisse_famourlaye_81fe,F,Jr.,"Bronx, NY",Union Square Academy,Russell Sage,III,2024
19,Joe Piperata,https://www.sagegators.com/sports/msoc/2024-25/bios/piperata_joe_4k0t,M,Sr.,"Rensselaer, NY",Catholic Central,Russell Sage,III,2024
20,Joel Tshiamala,https://www.sagegators.com/sports/msoc/2024-25/bios/tshiamala_joel_gm9g,F,Jr.,"Banyoles, Girona, Spain",Sports EDU/Marietta,Russell Sage,III,2024
21,Jack Wyman,https://www.sagegators.com/sports/msoc/2024-25/bios/wyman_jack_wmnw,D,So.,"Vergennes, VT",Vergennes Union,Russell Sage,III,2024
22,Samir Filho,https://www.sagegators.com/sports/msoc/2024-25/bios/filho_samir_xcjm,M,Jr.,"Boituva, Brazil",Colégio Adventista Terra Mater Finance/Saint Rose,Russell Sage,III,2024
23,Abid Ali,https://www.sagegators.com/sports/msoc/2024-25/bios/ali_abid_iw2g,M,Jr.,"Hudson, NY",Hudson,Russell Sage,III,2024
24,Kunzang Sherpa,https://www.sagegators.com/sports/msoc/2024-25/bios/sherpa_kunzang_osll,D,Sr.,"Kathmandu, Nepal",Dumont (NJ),Russell Sage,III,2024
25,Ian Nafey,https://www.sagegators.com/sports/msoc/2024-25/bios/nafey_ian_b09j,F,Fr.,"Rock Hill, SC",Wallkill,Russell Sage,III,2024
26,Christian Beres,https://www.sagegators.com/sports/msoc/2024-25/bios/beres_christian_9jpi,D,So.,"Howell, MI",Hartland,Russell Sage,III,2024
27,Maximilian Bertmann,https://www.sagegators.com/sports/msoc/2024-25/bios/bertmann_maximilian_jcxs,GK,Fr.,"South Burlington, VT",South Burlington,Russell Sage,III,2024
28,Ammar Singaporewala,https://www.sagegators.com/sports/msoc/2024-25/bios/singaporewala_ammar_8i9j,M,So.,"Loudonville, NY",Shaker,Russell Sage,III,2024
30,Jason Victor,https://www.sagegators.com/sports/msoc/2024-25/bios/victor_jason_c19t,D,Fr.,"Utica, NY",Poland Central,Russell Sage,III,2024
31,John Lewis Whalen,https://www.sagegators.com/sports/msoc/2024-25/bios/whalen_john_lewis_q1ik,F,Jr.,"Arlington, VT",Arlington Memorial/Saint Rose,Russell Sage,III,2024
32,Zakaria Toure,https://www.sagegators.com/sports/msoc/2024-25/bios/toure_zakaria_egsa,F,Gr.,"New York, NY",International/Eastern Nazarene,Russell Sage,III,2024
33,Aiden Van Oostveen,https://www.sagegators.com/sports/msoc/2024-25/bios/van_oostveen_aiden_crsd,GK,Jr.,"Westfield, MA",Westfield,Russell Sage,III,2024
66,Hector Loyola Bautista,https://www.sagegators.com/sports/msoc/2024-25/bios/loyola_bautista_hector_3sgq,M,Fr.,"Kinderhook, NY",Ichabod Crane,Russell Sage,III,2024
72,Alex Crysler,https://www.sagegators.com/sports/msoc/2024-25/bios/crysler_alex_l0io,D,Fr.,"Wappingers Falls, NY",Our Lady of Lourdes,Russell Sage,III,2024
88,David Adadjo,https://www.sagegators.com/sports/msoc/2024-25/bios/adadjo_david_zorl,F,Sr.,"Nassau, NY",Columbia,Russell Sage,III,2024
00,Jackson Harchick,https://www.svsucardinals.com/sports/msoc/2024-25/bios/harchick_jackson_pedn,GK,Fr.,,,Saginaw Valley,II,2024
0,Matthew Bauer,https://www.svsucardinals.com/sports/msoc/2024-25/bios/bauer_matthew_8j5i,GK,R-Jr.,,,Saginaw Valley,II,2024
1,Nick Kay,https://www.svsucardinals.com/sports/msoc/2024-25/bios/kay_nick_j3pq,GK,Jr.,,,Saginaw Valley,II,2024
2,Abe Freye,https://www.svsucardinals.com/sports/msoc/2024-25/bios/freye_abe_k10i,D,So.,,,Saginaw Valley,II,2024
3,Logan Kunnen,https://www.svsucardinals.com/sports/msoc/2024-25/bios/kunnen_logan_vlth,D,Sr.,,,Saginaw Valley,II,2024
5,Felix Tom,https://www.svsucardinals.com/sports/msoc/2024-25/bios/tom_felix_unbq,D,So.,,,Saginaw Valley,II,2024
6,Alberto Herranz,https://www.svsucardinals.com/sports/msoc/2024-25/bios/herranz_alberto_n9l9,D,Gr.,,,Saginaw Valley,II,2024
7,Evan Baker,https://www.svsucardinals.com/sports/msoc/2024-25/bios/baker_evan_8imy,F,So.,,,Saginaw Valley,II,2024
8,Jordan Murray,https://www.svsucardinals.com/sports/msoc/2024-25/bios/murray_jordan_2no2,MF,Jr.,,,Saginaw Valley,II,2024
9,Jayden Cameron,https://www.svsucardinals.com/sports/msoc/2024-25/bios/cameron_jayden_52my,F,R-Sr.,,,Saginaw Valley,II,2024
10,Elliot Nottoli,https://www.svsucardinals.com/sports/msoc/2024-25/bios/nottoli_elliot_x53l,MF,Sr.,,,Saginaw Valley,II,2024
11,Ryan Bovee,https://www.svsucardinals.com/sports/msoc/2024-25/bios/bovee_ryan_tbel,MF,Jr.,,,Saginaw Valley,II,2024
12,Francisco Capellan,https://www.svsucardinals.com/sports/msoc/2024-25/bios/capellan_francisco_h17f,D,Gr.,,,Saginaw Valley,II,2024
13,Luke Allen,https://www.svsucardinals.com/sports/msoc/2024-25/bios/allen_luke_ftvn,D,So.,,,Saginaw Valley,II,2024
14,Sheikh Manneh,https://www.svsucardinals.com/sports/msoc/2024-25/bios/manneh_shiekh_0nww,F,Sr.,,,Saginaw Valley,II,2024
15,Oleksiy Kharko,https://www.svsucardinals.com/sports/msoc/2024-25/bios/oleksiy_kharko_cdvo,MF,Fr.,,,Saginaw Valley,II,2024
17,Jonny Monney,https://www.svsucardinals.com/sports/msoc/2024-25/bios/monney_jonathan_14x6,F,Sr.,,,Saginaw Valley,II,2024
18,Mzo Mthembu,https://www.svsucardinals.com/sports/msoc/2024-25/bios/mthembu_mzo_1aan,F,Sr.,,,Saginaw Valley,II,2024
19,Anthony Waller,https://www.svsucardinals.com/sports/msoc/2024-25/bios/waller_anthony_7nwx,MF,Sr.,,,Saginaw Valley,II,2024
20,Justin Griffith,https://www.svsucardinals.com/sports/msoc/2024-25/bios/griffith_justin_cs7y,D,So.,,,Saginaw Valley,II,2024
21,Tyrese De Bruin,https://www.svsucardinals.com/sports/msoc/2024-25/bios/de_bruin_tyrese_44nk,D,Fr.,,,Saginaw Valley,II,2024
22,Anthonius Berkeley,https://www.svsucardinals.com/sports/msoc/2024-25/bios/berkeley_anta_sj2c,D/MF,Sr.,,,Saginaw Valley,II,2024
23,Yeabsira Vlasma,https://www.svsucardinals.com/sports/msoc/2024-25/bios/vlasma_yeabsira_oee8,F,Jr.,,,Saginaw Valley,II,2024
24,Alex Demorow,https://www.svsucardinals.com/sports/msoc/2024-25/bios/demorow_alex_96e5,D,Jr.,,,Saginaw Valley,II,2024
25,Robbie Wisser,https://www.svsucardinals.com/sports/msoc/2024-25/bios/wisser_robbie_39vk,MF,Fr.,,,Saginaw Valley,II,2024
26,Matty Telfer,https://www.svsucardinals.com/sports/msoc/2024-25/bios/telfer_matty_bp6j,F,Fr.,,,Saginaw Valley,II,2024
27,Adrian Rakipi,https://www.svsucardinals.com/sports/msoc/2024-25/bios/rakipi_adrian_ejqj,MF,Sr.,,,Saginaw Valley,II,2024
30,Connor Beach,https://www.svsucardinals.com/sports/msoc/2024-25/bios/beach_connor_k0i3,GK,R-So.,,,Saginaw Valley,II,2024
00,Reagan Botas,https://www.schreinermountaineers.com/Sports/msoc/2024-25/bios/botas_reagan_2pn0,Goalkeeper,Jr,"Pearland, TX",Pearland,Schreiner,III,2024
0,Marco Ramos,https://www.schreinermountaineers.com/Sports/msoc/2024-25/bios/ramos_marco_um05,Goalkeeper,So,"Katy, TX",Paetow,Schreiner,III,2024
1,Mason Szymanski,https://www.schreinermountaineers.com/Sports/msoc/2024-25/bios/szymanski_mason_lzg4,Goalkeeper,Fr,"Frisco, TX",Panther Creek,Schreiner,III,2024
2,Zaaron Gonzalez,https://www.schreinermountaineers.com/Sports/msoc/2024-25/bios/gonzalez_zaaron_dqr0,Midfield,Sr,"Lubbock, TX",Lubbock Monterrey,Schreiner,III,2024
3,Riley McNamara,https://www.schreinermountaineers.com/Sports/msoc/2024-25/bios/mcnamara_riley_0hs1,Defense,Fr,"San Antonio, TX",Harlan,Schreiner,III,2024
4,Kendric Steward,https://www.schreinermountaineers.com/Sports/msoc/2024-25/bios/steward_kendric_jitj,Defense,So,"Copperas Cove, TX",Copperas Cove,Schreiner,III,2024
5,Ryan Dilworth,https://www.schreinermountaineers.com/Sports/msoc/2024-25/bios/dilworth_ryan_9kth,Midfield,Fr,"Lake Travis, TX",Lake Travis,Schreiner,III,2024
6,Manuel Coya,https://www.schreinermountaineers.com/Sports/msoc/2024-25/bios/coya_manuel_irte,Forward,Sr,"Austin, TX",McNeil,Schreiner,III,2024
7,Travis Matthews,https://www.schreinermountaineers.com/Sports/msoc/2024-25/bios/matthews_travis_mkm5,Midfield,Jr,"San Antonio, TX",Madison,Schreiner,III,2024
8,Owen Comstock,https://www.schreinermountaineers.com/Sports/msoc/2024-25/bios/comstock_owen_dyt2,Midfield,Jr,"Corpus Christi, TX",Veterans Memorial,Schreiner,III,2024
9,Gabriel Davis,https://www.schreinermountaineers.com/Sports/msoc/2024-25/bios/davis_gabriel_scza,Forward,So,"Copperas Cove, TX",Copperas Cove,Schreiner,III,2024
10,Cameron Armer,https://www.schreinermountaineers.com/Sports/msoc/2024-25/bios/armer_cameron_3mbn,Forward,Jr,"London, TX",Bridgeland,Schreiner,III,2024
11,Bryan Rivas,https://www.schreinermountaineers.com/Sports/msoc/2024-25/bios/rivas_bryan_1ad9,Defense,Gr,"Houston, TX",Ranger College,Schreiner,III,2024
13,Owen Harris,https://www.schreinermountaineers.com/Sports/msoc/2024-25/bios/harris_owen_2nc1,Forward,Fr,"San Antonio, TX",Pieper,Schreiner,III,2024
14,Cooper Porter,https://www.schreinermountaineers.com/Sports/msoc/2024-25/bios/porter_cooper_1rej,Midfield,Fr,"Wylie, TX",McKinney,Schreiner,III,2024
15,Bodie Cheevers,https://www.schreinermountaineers.com/Sports/msoc/2024-25/bios/cheevers_bodie_evom,Defense,Fr,Leander,Glenn,Schreiner,III,2024
17,Jose Coronado,https://www.schreinermountaineers.com/Sports/msoc/2024-25/bios/coronado_jose_2h26,Defense,Fr,"San Antonio, TX",Lee,Schreiner,III,2024
18,Ian Stransom,https://www.schreinermountaineers.com/Sports/msoc/2024-25/bios/stransom_ian_obr1,Midfield,Fr,"Midlothian, TX",Midlothian Heritage,Schreiner,III,2024
19,Robert Sheridan,https://www.schreinermountaineers.com/Sports/msoc/2024-25/bios/sheridan_robert_nyrh,Midfield,So,"Schertz, TX",Samuel Clemens,Schreiner,III,2024
20,Daniel Adepoju,https://www.schreinermountaineers.com/Sports/msoc/2024-25/bios/adepoju_daniel_p3ep,Forward,So,"Odessa,TX",Permian,Schreiner,III,2024
21,Edwin Quijada,https://www.schreinermountaineers.com/Sports/msoc/2024-25/bios/quijada_edwin_d7vs,Defense,So,"Houston, TX",Lamar,Schreiner,III,2024
22,Caden Bryan,https://www.schreinermountaineers.com/Sports/msoc/2024-25/bios/bryan_caden_gkjx,Defense,Fr,"New Braunfels, TX",New Braunfels,Schreiner,III,2024
23,Kash Anderson,https://www.schreinermountaineers.com/Sports/msoc/2024-25/bios/anderson_kash_43k9,Midfield,Fr,"Georgetown, TX",Georgetown,Schreiner,III,2024
24,Austin Dimmick,https://www.schreinermountaineers.com/Sports/msoc/2024-25/bios/dimmick_austin_ydkx,Defense,Fr,"San Antonio, TX",Pieper,Schreiner,III,2024
